sid,poe50y,Lon,Lat,Mag,poe
0,0.1,-72.80000000000001,-34.6,8.5,0.0
0,0.1,-72.80000000000001,-34.6,9.0,0.0
0,0.1,-72.80000000000001,-34.4,5.0,0.0
0,0.1,-72.80000000000001,-34.4,5.5,0.0
0,0.1,-72.80000000000001,-34.4,6.0,0.0
0,0.1,-72.80000000000001,-34.4,6.5,0.0
0,0.1,-72.80000000000001,-34.4,7.0,0.0
0,0.1,-72.80000000000001,-34.4,7.5,0.0
0,0.1,-72.80000000000001,-34.4,8.0,0.0
0,0.1,-72.80000000000001,-34.4,8.5,0.0
0,0.1,-72.80000000000001,-34.4,9.0,0.0
0,0.1,-72.80000000000001,-34.199999999999996,5.0,0.0
0,0.1,-72.80000000000001,-34.199999999999996,5.5,0.0
0,0.1,-72.80000000000001,-34.199999999999996,6.0,0.0
0,0.1,-72.80000000000001,-34.199999999999996,6.5,0.0
0,0.1,-72.80000000000001,-34.199999999999996,7.0,0.0
0,0.1,-72.80000000000001,-34.199999999999996,7.5,0.0
0,0.1,-72.80000000000001,-34.199999999999996,8.0,0.0
0,0.1,-72.80000000000001,-34.199999999999996,8.5,0.0
0,0.1,-72.80000000000001,-34.199999999999996,9.0,0.0
0,0.1,-72.80000000000001,-34.0,5.0,0.0
0,0.1,-72.80000000000001,-34.0,5.5,0.0
0,0.1,-72.80000000000001,-34.0,6.0,0.0
0,0.1,-72.80000000000001,-34.0,6.5,0.0
0,0.1,-72.80000000000001,-34.0,7.0,0.0
0,0.1,-72.80000000000001,-34.0,7.5,0.0
0,0.1,-72.80000000000001,-34.0,8.0,0.0
0,0.1,-72.80000000000001,-34.0,8.5,0.0
0,0.1,-72.80000000000001,-34.0,9.0,0.0
0,0.1,-72.80000000000001,-33.8,5.0,0.0
0,0.1,-72.80000000000001,-33.8,5.5,0.0
0,0.1,-72.80000000000001,-33.8,6.0,0.0
0,0.1,-72.80000000000001,-33.8,6.5,0.0
0,0.1,-72.80000000000001,-33.8,7.0,0.0
0,0.1,-72.80000000000001,-33.8,7.5,0.0
0,0.1,-72.80000000000001,-33.8,8.0,0.0
0,0.1,-72.80000000000001,-33.8,8.5,0.0
0,0.1,-72.80000000000001,-33.8,9.0,0.0
0,0.1,-72.80000000000001,-33.6,5.0,0.0
0,0.1,-72.80000000000001,-33.6,5.5,0.0
0,0.1,-72.80000000000001,-33.6,6.0,0.0
0,0.1,-72.80000000000001,-33.6,6.5,0.0
0,0.1,-72.80000000000001,-33.6,7.0,0.0
0,0.1,-72.80000000000001,-33.6,7.5,0.0
0,0.1,-72.80000000000001,-33.6,8.0,0.0
0,0.1,-72.80000000000001,-33.6,8.5,0.0
0,0.1,-72.80000000000001,-33.6,9.0,0.0
0,0.1,-72.80000000000001,-33.4,5.0,0.0
0,0.1,-72.80000000000001,-33.4,5.5,0.0
0,0.1,-72.80000000000001,-33.4,6.0,0.0
0,0.1,-72.80000000000001,-33.4,6.5,0.0
0,0.1,-72.80000000000001,-33.4,7.0,0.0
0,0.1,-72.80000000000001,-33.4,7.5,0.0
0,0.1,-72.80000000000001,-33.4,8.0,0.0
0,0.1,-72.80000000000001,-33.4,8.5,0.0
0,0.1,-72.80000000000001,-33.4,9.0,0.0
0,0.1,-72.80000000000001,-33.199999999999996,5.0,0.0
0,0.1,-72.80000000000001,-33.199999999999996,5.5,0.0
0,0.1,-72.80000000000001,-33.199999999999996,6.0,0.0
0,0.1,-72.80000000000001,-33.199999999999996,6.5,0.0
0,0.1,-72.80000000000001,-33.199999999999996,7.0,0.0
0,0.1,-72.80000000000001,-33.199999999999996,7.5,0.0
0,0.1,-72.80000000000001,-33.199999999999996,8.0,0.0
0,0.1,-72.80000000000001,-33.199999999999996,8.5,0.0
0,0.1,-72.80000000000001,-33.199999999999996,9.0,0.0
0,0.1,-72.80000000000001,-33.0,5.0,0.0
0,0.1,-72.80000000000001,-33.0,5.5,0.0
0,0.1,-72.80000000000001,-33.0,6.0,0.0
0,0.1,-72.80000000000001,-33.0,6.5,0.0
0,0.1,-72.80000000000001,-33.0,7.0,0.0
0,0.1,-72.80000000000001,-33.0,7.5,0.0
0,0.1,-72.80000000000001,-33.0,8.0,0.0
0,0.1,-72.80000000000001,-33.0,8.5,0.0
0,0.1,-72.80000000000001,-33.0,9.0,0.0
0,0.1,-72.80000000000001,-32.8,5.0,0.0
0,0.1,-72.80000000000001,-32.8,5.5,0.0
0,0.1,-72.80000000000001,-32.8,6.0,0.0
0,0.1,-72.80000000000001,-32.8,6.5,0.0
0,0.1,-72.80000000000001,-32.8,7.0,0.0
0,0.1,-72.80000000000001,-32.8,7.5,0.0
0,0.1,-72.80000000000001,-32.8,8.0,0.0
0,0.1,-72.80000000000001,-32.8,8.5,0.0
0,0.1,-72.80000000000001,-32.8,9.0,0.0
0,0.1,-72.80000000000001,-32.6,5.0,0.0
0,0.1,-72.80000000000001,-32.6,5.5,0.0
0,0.1,-72.80000000000001,-32.6,6.0,0.0
0,0.1,-72.80000000000001,-32.6,6.5,0.0
0,0.1,-72.80000000000001,-32.6,7.0,0.0
0,0.1,-72.80000000000001,-32.6,7.5,0.0
0,0.1,-72.80000000000001,-32.6,8.0,0.0
0,0.1,-72.80000000000001,-32.6,8.5,0.0
0,0.1,-72.80000000000001,-32.6,9.0,0.0
0,0.1,-72.80000000000001,-32.4,5.0,0.0
0,0.1,-72.80000000000001,-32.4,5.5,0.0
0,0.1,-72.80000000000001,-32.4,6.0,0.0
0,0.1,-72.80000000000001,-32.4,6.5,0.0
0,0.1,-72.80000000000001,-32.4,7.0,0.0
0,0.1,-72.80000000000001,-32.4,7.5,0.0
0,0.1,-72.80000000000001,-32.4,8.0,0.0
0,0.1,-72.80000000000001,-32.4,8.5,0.0
0,0.1,-72.80000000000001,-32.4,9.0,0.0
0,0.1,-72.80000000000001,-32.199999999999996,5.0,0.0
0,0.1,-72.80000000000001,-32.199999999999996,5.5,0.0
0,0.1,-72.80000000000001,-32.199999999999996,6.0,0.0
0,0.1,-72.80000000000001,-32.199999999999996,6.5,0.0
0,0.1,-72.80000000000001,-32.199999999999996,7.0,0.0
0,0.1,-72.80000000000001,-32.199999999999996,7.5,0.0
0,0.1,-72.80000000000001,-32.199999999999996,8.0,0.0
0,0.1,-72.80000000000001,-32.199999999999996,8.5,0.0
0,0.1,-72.80000000000001,-32.199999999999996,9.0,0.0
0,0.1,-72.80000000000001,-32.0,5.0,0.0
0,0.1,-72.80000000000001,-32.0,5.5,0.0
0,0.1,-72.80000000000001,-32.0,6.0,0.0
0,0.1,-72.80000000000001,-32.0,6.5,0.0
0,0.1,-72.80000000000001,-32.0,7.0,0.0
0,0.1,-72.80000000000001,-32.0,7.5,0.0
0,0.1,-72.80000000000001,-32.0,8.0,0.0
0,0.1,-72.80000000000001,-32.0,8.5,0.0
0,0.1,-72.80000000000001,-32.0,9.0,0.0
0,0.1,-72.80000000000001,-31.799999999999997,5.0,0.0
0,0.1,-72.80000000000001,-31.799999999999997,5.5,0.0
0,0.1,-72.80000000000001,-31.799999999999997,6.0,0.0
0,0.1,-72.80000000000001,-31.799999999999997,6.5,0.0
0,0.1,-72.80000000000001,-31.799999999999997,7.0,0.0
0,0.1,-72.80000000000001,-31.799999999999997,7.5,0.0
0,0.1,-72.80000000000001,-31.799999999999997,8.0,0.0
0,0.1,-72.80000000000001,-31.799999999999997,8.5,0.0
0,0.1,-72.80000000000001,-31.799999999999997,9.0,0.0
0,0.1,-72.80000000000001,-31.599999999999998,5.0,0.0
0,0.1,-72.80000000000001,-31.599999999999998,5.5,0.0
0,0.1,-72.80000000000001,-31.599999999999998,6.0,0.0
0,0.1,-72.80000000000001,-31.599999999999998,6.5,0.0
0,0.1,-72.80000000000001,-31.599999999999998,7.0,0.0
0,0.1,-72.80000000000001,-31.599999999999998,7.5,0.0
0,0.1,-72.80000000000001,-31.599999999999998,8.0,0.0
0,0.1,-72.80000000000001,-31.599999999999998,8.5,0.0
0,0.1,-72.80000000000001,-31.599999999999998,9.0,0.0
0,0.1,-72.80000000000001,-31.4,5.0,0.0
0,0.1,-72.80000000000001,-31.4,5.5,0.0
0,0.1,-72.80000000000001,-31.4,6.0,0.0
0,0.1,-72.80000000000001,-31.4,6.5,0.0
0,0.1,-72.80000000000001,-31.4,7.0,0.0
0,0.1,-72.80000000000001,-31.4,7.5,0.0
0,0.1,-72.80000000000001,-31.4,8.0,0.0
0,0.1,-72.80000000000001,-31.4,8.5,0.0
0,0.1,-72.80000000000001,-31.4,9.0,0.0
0,0.1,-72.80000000000001,-31.2,5.0,0.0
0,0.1,-72.80000000000001,-31.2,5.5,0.0
0,0.1,-72.80000000000001,-31.2,6.0,0.0
0,0.1,-72.80000000000001,-31.2,6.5,0.0
0,0.1,-72.80000000000001,-31.2,7.0,0.0
0,0.1,-72.80000000000001,-31.2,7.5,0.0
0,0.1,-72.80000000000001,-31.2,8.0,0.0
0,0.1,-72.80000000000001,-31.2,8.5,0.0
0,0.1,-72.80000000000001,-31.2,9.0,0.0
0,0.1,-72.80000000000001,-31.0,5.0,0.0
0,0.1,-72.80000000000001,-31.0,5.5,0.0
0,0.1,-72.80000000000001,-31.0,6.0,0.0
0,0.1,-72.80000000000001,-31.0,6.5,0.0
0,0.1,-72.80000000000001,-31.0,7.0,0.0
0,0.1,-72.80000000000001,-31.0,7.5,0.0
0,0.1,-72.80000000000001,-31.0,8.0,0.0
0,0.1,-72.80000000000001,-31.0,8.5,0.0
0,0.1,-72.80000000000001,-31.0,9.0,0.0
0,0.1,-72.80000000000001,-30.799999999999997,5.0,0.0
0,0.1,-72.80000000000001,-30.799999999999997,5.5,0.0
0,0.1,-72.80000000000001,-30.799999999999997,6.0,0.0
0,0.1,-72.80000000000001,-30.799999999999997,6.5,0.0
0,0.1,-72.80000000000001,-30.799999999999997,7.0,0.0
0,0.1,-72.80000000000001,-30.799999999999997,7.5,0.0
0,0.1,-72.80000000000001,-30.799999999999997,8.0,0.0
0,0.1,-72.80000000000001,-30.799999999999997,8.5,0.0
0,0.1,-72.80000000000001,-30.799999999999997,9.0,0.0
0,0.1,-72.80000000000001,-30.599999999999998,5.0,0.0
0,0.1,-72.80000000000001,-30.599999999999998,5.5,0.0
0,0.1,-72.80000000000001,-30.599999999999998,6.0,0.0
0,0.1,-72.80000000000001,-30.599999999999998,6.5,0.0
0,0.1,-72.80000000000001,-30.599999999999998,7.0,0.0
0,0.1,-72.80000000000001,-30.599999999999998,7.5,0.0
0,0.1,-72.80000000000001,-30.599999999999998,8.0,0.0
0,0.1,-72.80000000000001,-30.599999999999998,8.5,0.0
0,0.1,-72.80000000000001,-30.599999999999998,9.0,0.0
0,0.1,-72.80000000000001,-30.4,5.0,0.0
0,0.1,-72.80000000000001,-30.4,5.5,0.0
0,0.1,-72.80000000000001,-30.4,6.0,0.0
0,0.1,-72.80000000000001,-30.4,6.5,0.0
0,0.1,-72.80000000000001,-30.4,7.0,0.0
0,0.1,-72.80000000000001,-30.4,7.5,0.0
0,0.1,-72.80000000000001,-30.4,8.0,0.0
0,0.1,-72.80000000000001,-30.4,8.5,0.0
0,0.1,-72.80000000000001,-30.4,9.0,0.0
0,0.1,-72.60000000000001,-35.8,5.0,0.0
0,0.1,-72.60000000000001,-35.8,5.5,0.0
0,0.1,-72.60000000000001,-35.8,6.0,0.0
0,0.1,-72.60000000000001,-35.8,6.5,0.0
0,0.1,-72.60000000000001,-35.8,7.0,0.0
0,0.1,-72.60000000000001,-35.8,7.5,0.0
0,0.1,-72.60000000000001,-35.8,8.0,0.0
0,0.1,-72.60000000000001,-35.8,8.5,0.0
0,0.1,-72.60000000000001,-35.8,9.0,0.0
0,0.1,-72.60000000000001,-35.6,5.0,0.0
0,0.1,-72.60000000000001,-35.6,5.5,0.0
0,0.1,-72.60000000000001,-35.6,6.0,0.0
0,0.1,-72.60000000000001,-35.6,6.5,0.0
0,0.1,-72.60000000000001,-35.6,7.0,0.0
0,0.1,-72.60000000000001,-35.6,7.5,0.0
0,0.1,-72.60000000000001,-35.6,8.0,0.0
0,0.1,-72.60000000000001,-35.6,8.5,0.0
0,0.1,-72.60000000000001,-35.6,9.0,0.0
0,0.1,-72.60000000000001,-35.4,5.0,0.0
0,0.1,-72.60000000000001,-35.4,5.5,0.0
0,0.1,-72.60000000000001,-35.4,6.0,0.0
0,0.1,-72.60000000000001,-35.4,6.5,0.0
0,0.1,-72.60000000000001,-35.4,7.0,0.0
0,0.1,-72.60000000000001,-35.4,7.5,0.0
0,0.1,-72.60000000000001,-35.4,8.0,0.0
0,0.1,-72.60000000000001,-35.4,8.5,0.0
0,0.1,-72.60000000000001,-35.4,9.0,0.0
0,0.1,-72.60000000000001,-35.199999999999996,5.0,0.0
0,0.1,-72.60000000000001,-35.199999999999996,5.5,0.0
0,0.1,-72.60000000000001,-35.199999999999996,6.0,0.0
0,0.1,-72.60000000000001,-35.199999999999996,6.5,0.0
0,0.1,-72.60000000000001,-35.199999999999996,7.0,0.0
0,0.1,-72.60000000000001,-35.199999999999996,7.5,0.0
0,0.1,-72.60000000000001,-35.199999999999996,8.0,0.0
0,0.1,-72.60000000000001,-35.199999999999996,8.5,0.0
0,0.1,-72.60000000000001,-35.199999999999996,9.0,0.0
0,0.1,-72.60000000000001,-35.0,5.0,0.0
0,0.1,-72.60000000000001,-35.0,5.5,0.0
0,0.1,-72.60000000000001,-35.0,6.0,0.0
0,0.1,-72.60000000000001,-35.0,6.5,0.0
0,0.1,-72.60000000000001,-35.0,7.0,0.0
0,0.1,-72.60000000000001,-35.0,7.5,0.0
0,0.1,-72.60000000000001,-35.0,8.0,0.0
0,0.1,-72.60000000000001,-35.0,8.5,0.0
0,0.1,-72.60000000000001,-35.0,9.0,0.0
0,0.1,-72.60000000000001,-34.8,5.0,0.0
0,0.1,-72.60000000000001,-34.8,5.5,0.0
0,0.1,-72.60000000000001,-34.8,6.0,0.0
0,0.1,-72.60000000000001,-34.8,6.5,0.0
0,0.1,-72.60000000000001,-34.8,7.0,0.0
0,0.1,-72.60000000000001,-34.8,7.5,0.0
0,0.1,-72.60000000000001,-34.8,8.0,0.0
0,0.1,-72.60000000000001,-34.8,8.5,0.0
0,0.1,-72.60000000000001,-34.8,9.0,0.0
0,0.1,-72.60000000000001,-34.6,5.0,0.0
0,0.1,-72.60000000000001,-34.6,5.5,0.0
0,0.1,-72.60000000000001,-34.6,6.0,0.0
0,0.1,-72.60000000000001,-34.6,6.5,0.0
0,0.1,-72.60000000000001,-34.6,7.0,0.0
0,0.1,-72.60000000000001,-34.6,7.5,0.0
0,0.1,-72.60000000000001,-34.6,8.0,0.0
0,0.1,-72.60000000000001,-34.6,8.5,0.0
0,0.1,-72.60000000000001,-34.6,9.0,0.0
0,0.1,-72.60000000000001,-34.4,5.0,0.0
0,0.1,-72.60000000000001,-34.4,5.5,0.0
0,0.1,-72.60000000000001,-34.4,6.0,0.0
0,0.1,-72.60000000000001,-34.4,6.5,0.0
0,0.1,-72.60000000000001,-34.4,7.0,0.0
0,0.1,-72.60000000000001,-34.4,7.5,0.0
0,0.1,-72.60000000000001,-34.4,8.0,0.0
0,0.1,-72.60000000000001,-34.4,8.5,0.0
0,0.1,-72.60000000000001,-34.4,9.0,0.0
0,0.1,-72.60000000000001,-34.199999999999996,5.0,0.0
0,0.1,-72.60000000000001,-34.199999999999996,5.5,0.0
0,0.1,-72.60000000000001,-34.199999999999996,6.0,0.0
0,0.1,-72.60000000000001,-34.199999999999996,6.5,0.0
0,0.1,-72.60000000000001,-34.199999999999996,7.0,0.0
0,0.1,-72.60000000000001,-34.199999999999996,7.5,0.0
0,0.1,-72.60000000000001,-34.199999999999996,8.0,0.0
0,0.1,-72.60000000000001,-34.199999999999996,8.5,0.0
0,0.1,-72.60000000000001,-34.199999999999996,9.0,0.0
0,0.1,-72.60000000000001,-34.0,5.0,0.0
0,0.1,-72.60000000000001,-34.0,5.5,0.0
0,0.1,-72.60000000000001,-34.0,6.0,0.0
0,0.1,-72.60000000000001,-34.0,6.5,0.0
0,0.1,-72.60000000000001,-34.0,7.0,0.0
0,0.1,-72.60000000000001,-34.0,7.5,0.0
0,0.1,-72.60000000000001,-34.0,8.0,0.0
0,0.1,-72.60000000000001,-34.0,8.5,0.0
0,0.1,-72.60000000000001,-34.0,9.0,0.0
0,0.1,-72.60000000000001,-33.8,5.0,0.0
0,0.1,-72.60000000000001,-33.8,5.5,0.0
0,0.1,-72.60000000000001,-33.8,6.0,0.0
0,0.1,-72.60000000000001,-33.8,6.5,0.0
0,0.1,-72.60000000000001,-33.8,7.0,0.0
0,0.1,-72.60000000000001,-33.8,7.5,0.0
0,0.1,-72.60000000000001,-33.8,8.0,0.0
0,0.1,-72.60000000000001,-33.8,8.5,0.0
0,0.1,-72.60000000000001,-33.8,9.0,0.0
0,0.1,-72.60000000000001,-33.6,5.0,0.0
0,0.1,-72.60000000000001,-33.6,5.5,0.0
0,0.1,-72.60000000000001,-33.6,6.0,0.0
0,0.1,-72.60000000000001,-33.6,6.5,0.0
0,0.1,-72.60000000000001,-33.6,7.0,0.0
0,0.1,-72.60000000000001,-33.6,7.5,0.0
0,0.1,-72.60000000000001,-33.6,8.0,0.0
0,0.1,-72.60000000000001,-33.6,8.5,0.0
0,0.1,-72.60000000000001,-33.6,9.0,0.0
0,0.1,-72.60000000000001,-33.4,5.0,0.0
0,0.1,-72.60000000000001,-33.4,5.5,0.0
0,0.1,-72.60000000000001,-33.4,6.0,0.0
0,0.1,-72.60000000000001,-33.4,6.5,0.0
0,0.1,-72.60000000000001,-33.4,7.0,0.0
0,0.1,-72.60000000000001,-33.4,7.5,0.0
0,0.1,-72.60000000000001,-33.4,8.0,0.0
0,0.1,-72.60000000000001,-33.4,8.5,0.0
0,0.1,-72.60000000000001,-33.4,9.0,0.0
0,0.1,-72.60000000000001,-33.199999999999996,5.0,0.0
0,0.1,-72.60000000000001,-33.199999999999996,5.5,0.0
0,0.1,-72.60000000000001,-33.199999999999996,6.0,0.0
0,0.1,-72.60000000000001,-33.199999999999996,6.5,0.0
0,0.1,-72.60000000000001,-33.199999999999996,7.0,0.0
0,0.1,-72.60000000000001,-33.199999999999996,7.5,0.0
0,0.1,-72.60000000000001,-33.199999999999996,8.0,0.0
0,0.1,-72.60000000000001,-33.199999999999996,8.5,0.0
0,0.1,-72.60000000000001,-33.199999999999996,9.0,0.0
0,0.1,-72.60000000000001,-33.0,5.0,0.0
0,0.1,-72.60000000000001,-33.0,5.5,0.0
0,0.1,-72.60000000000001,-33.0,6.0,0.0
0,0.1,-72.60000000000001,-33.0,6.5,0.0
0,0.1,-72.60000000000001,-33.0,7.0,0.0
0,0.1,-72.60000000000001,-33.0,7.5,0.0
0,0.1,-72.60000000000001,-33.0,8.0,0.0
0,0.1,-72.60000000000001,-33.0,8.5,0.0
0,0.1,-72.60000000000001,-33.0,9.0,0.0
0,0.1,-72.60000000000001,-32.8,5.0,0.0
0,0.1,-72.60000000000001,-32.8,5.5,0.0
0,0.1,-72.60000000000001,-32.8,6.0,0.0
0,0.1,-72.60000000000001,-32.8,6.5,0.0
0,0.1,-72.60000000000001,-32.8,7.0,0.0
0,0.1,-72.60000000000001,-32.8,7.5,0.0
0,0.1,-72.60000000000001,-32.8,8.0,0.0
0,0.1,-72.60000000000001,-32.8,8.5,0.0
0,0.1,-72.60000000000001,-32.8,9.0,0.0
0,0.1,-72.60000000000001,-32.6,5.0,0.0
0,0.1,-72.60000000000001,-32.6,5.5,0.0
0,0.1,-72.60000000000001,-32.6,6.0,0.0
0,0.1,-72.60000000000001,-32.6,6.5,0.0
0,0.1,-72.60000000000001,-32.6,7.0,0.0
0,0.1,-72.60000000000001,-32.6,7.5,0.0
0,0.1,-72.60000000000001,-32.6,8.0,0.0
0,0.1,-72.60000000000001,-32.6,8.5,0.0
0,0.1,-72.60000000000001,-32.6,9.0,0.0
0,0.1,-72.60000000000001,-32.4,5.0,0.0
0,0.1,-72.60000000000001,-32.4,5.5,0.0
0,0.1,-72.60000000000001,-32.4,6.0,0.0
0,0.1,-72.60000000000001,-32.4,6.5,0.0
0,0.1,-72.60000000000001,-32.4,7.0,0.0
0,0.1,-72.60000000000001,-32.4,7.5,0.0
0,0.1,-72.60000000000001,-32.4,8.0,0.0
0,0.1,-72.60000000000001,-32.4,8.5,0.0
0,0.1,-72.60000000000001,-32.4,9.0,0.0
0,0.1,-72.60000000000001,-32.199999999999996,5.0,0.0
0,0.1,-72.60000000000001,-32.199999999999996,5.5,0.0
0,0.1,-72.60000000000001,-32.199999999999996,6.0,0.0
0,0.1,-72.60000000000001,-32.199999999999996,6.5,0.0
0,0.1,-72.60000000000001,-32.199999999999996,7.0,0.0
0,0.1,-72.60000000000001,-32.199999999999996,7.5,0.0
0,0.1,-72.60000000000001,-32.199999999999996,8.0,0.0
0,0.1,-72.60000000000001,-32.199999999999996,8.5,0.0
0,0.1,-72.60000000000001,-32.199999999999996,9.0,0.0
0,0.1,-72.60000000000001,-32.0,5.0,0.0
0,0.1,-72.60000000000001,-32.0,5.5,0.0
0,0.1,-72.60000000000001,-32.0,6.0,0.0
0,0.1,-72.60000000000001,-32.0,6.5,0.0
0,0.1,-72.60000000000001,-32.0,7.0,0.0
0,0.1,-72.60000000000001,-32.0,7.5,0.0
0,0.1,-72.60000000000001,-32.0,8.0,0.0
0,0.1,-72.60000000000001,-32.0,8.5,0.0
0,0.1,-72.60000000000001,-32.0,9.0,0.0
0,0.1,-72.60000000000001,-31.799999999999997,5.0,0.0
0,0.1,-72.60000000000001,-31.799999999999997,5.5,0.0
0,0.1,-72.60000000000001,-31.799999999999997,6.0,0.0
0,0.1,-72.60000000000001,-31.799999999999997,6.5,0.0
0,0.1,-72.60000000000001,-31.799999999999997,7.0,0.0
0,0.1,-72.60000000000001,-31.799999999999997,7.5,0.0
0,0.1,-72.60000000000001,-31.799999999999997,8.0,0.0
0,0.1,-72.60000000000001,-31.799999999999997,8.5,0.0
0,0.1,-72.60000000000001,-31.799999999999997,9.0,0.0
0,0.1,-72.60000000000001,-31.599999999999998,5.0,0.0
0,0.1,-72.60000000000001,-31.599999999999998,5.5,0.0
0,0.1,-72.60000000000001,-31.599999999999998,6.0,0.0
0,0.1,-72.60000000000001,-31.599999999999998,6.5,0.0
0,0.1,-72.60000000000001,-31.599999999999998,7.0,0.0
0,0.1,-72.60000000000001,-31.599999999999998,7.5,0.0
0,0.1,-72.60000000000001,-31.599999999999998,8.0,0.0
0,0.1,-72.60000000000001,-31.599999999999998,8.5,0.0
0,0.1,-72.60000000000001,-31.599999999999998,9.0,0.0
0,0.1,-72.60000000000001,-31.4,5.0,0.0
0,0.1,-72.60000000000001,-31.4,5.5,0.0
0,0.1,-72.60000000000001,-31.4,6.0,0.0
0,0.1,-72.60000000000001,-31.4,6.5,0.0
0,0.1,-72.60000000000001,-31.4,7.0,0.0
0,0.1,-72.60000000000001,-31.4,7.5,0.0
0,0.1,-72.60000000000001,-31.4,8.0,0.0
0,0.1,-72.60000000000001,-31.4,8.5,0.0
0,0.1,-72.60000000000001,-31.4,9.0,0.0
0,0.1,-72.60000000000001,-31.2,5.0,0.0
0,0.1,-72.60000000000001,-31.2,5.5,0.0
0,0.1,-72.60000000000001,-31.2,6.0,0.0
0,0.1,-72.60000000000001,-31.2,6.5,0.0
0,0.1,-72.60000000000001,-31.2,7.0,0.0
0,0.1,-72.60000000000001,-31.2,7.5,0.0
0,0.1,-72.60000000000001,-31.2,8.0,0.0
0,0.1,-72.60000000000001,-31.2,8.5,0.0
0,0.1,-72.60000000000001,-31.2,9.0,0.0
0,0.1,-72.60000000000001,-31.0,5.0,0.0
0,0.1,-72.60000000000001,-31.0,5.5,0.0
0,0.1,-72.60000000000001,-31.0,6.0,0.0
0,0.1,-72.60000000000001,-31.0,6.5,0.0
0,0.1,-72.60000000000001,-31.0,7.0,0.0
0,0.1,-72.60000000000001,-31.0,7.5,0.0
0,0.1,-72.60000000000001,-31.0,8.0,0.0
0,0.1,-72.60000000000001,-31.0,8.5,0.0
0,0.1,-72.60000000000001,-31.0,9.0,0.0
0,0.1,-72.60000000000001,-30.799999999999997,5.0,0.0
0,0.1,-72.60000000000001,-30.799999999999997,5.5,0.0
0,0.1,-72.60000000000001,-30.799999999999997,6.0,0.0
0,0.1,-72.60000000000001,-30.799999999999997,6.5,0.0
0,0.1,-72.60000000000001,-30.799999999999997,7.0,0.0
0,0.1,-72.60000000000001,-30.799999999999997,7.5,0.0
0,0.1,-72.60000000000001,-30.799999999999997,8.0,0.0
0,0.1,-72.60000000000001,-30.799999999999997,8.5,0.0
0,0.1,-72.60000000000001,-30.799999999999997,9.0,0.0
0,0.1,-72.60000000000001,-30.599999999999998,5.0,0.0
0,0.1,-72.60000000000001,-30.599999999999998,5.5,0.0
0,0.1,-72.60000000000001,-30.599999999999998,6.0,0.0
0,0.1,-72.60000000000001,-30.599999999999998,6.5,0.0
0,0.1,-72.60000000000001,-30.599999999999998,7.0,0.0
0,0.1,-72.60000000000001,-30.599999999999998,7.5,0.0
0,0.1,-72.60000000000001,-30.599999999999998,8.0,0.0
0,0.1,-72.60000000000001,-30.599999999999998,8.5,0.0
0,0.1,-72.60000000000001,-30.599999999999998,9.0,0.0
0,0.1,-72.60000000000001,-30.4,5.0,0.0
0,0.1,-72.60000000000001,-30.4,5.5,0.0
0,0.1,-72.60000000000001,-30.4,6.0,0.0
0,0.1,-72.60000000000001,-30.4,6.5,0.0
0,0.1,-72.60000000000001,-30.4,7.0,0.0
0,0.1,-72.60000000000001,-30.4,7.5,0.0
0,0.1,-72.60000000000001,-30.4,8.0,0.0
0,0.1,-72.60000000000001,-30.4,8.5,0.0
0,0.1,-72.60000000000001,-30.4,9.0,0.0
0,0.1,-72.4,-35.8,5.0,0.0
0,0.1,-72.4,-35.8,5.5,0.0
0,0.1,-72.4,-35.8,6.0,0.0
0,0.1,-72.4,-35.8,6.5,0.0
0,0.1,-72.4,-35.8,7.0,0.0
0,0.1,-72.4,-35.8,7.5,0.0
0,0.1,-72.4,-35.8,8.0,0.0
0,0.1,-72.4,-35.8,8.5,0.0
0,0.1,-72.4,-35.8,9.0,0.0
0,0.1,-72.4,-35.6,5.0,0.0
0,0.1,-72.4,-35.6,5.5,0.0
0,0.1,-72.4,-35.6,6.0,0.0
0,0.1,-72.4,-35.6,6.5,0.0
0,0.1,-72.4,-35.6,7.0,0.0
0,0.1,-72.4,-35.6,7.5,0.0
0,0.1,-72.4,-35.6,8.0,0.0
0,0.1,-72.4,-35.6,8.5,0.0
0,0.1,-72.4,-35.6,9.0,0.0
0,0.1,-72.4,-35.4,5.0,0.0
0,0.1,-72.4,-35.4,5.5,0.0
0,0.1,-72.4,-35.4,6.0,0.0
0,0.1,-72.4,-35.4,6.5,0.0
0,0.1,-72.4,-35.4,7.0,0.0
0,0.1,-72.4,-35.4,7.5,0.0
0,0.1,-72.4,-35.4,8.0,0.0
0,0.1,-72.4,-35.4,8.5,0.0
0,0.1,-72.4,-35.4,9.0,0.0
0,0.1,-72.4,-35.199999999999996,5.0,0.0
0,0.1,-72.4,-35.199999999999996,5.5,0.0
0,0.1,-72.4,-35.199999999999996,6.0,0.0
0,0.1,-72.4,-35.199999999999996,6.5,0.0
0,0.1,-72.4,-35.199999999999996,7.0,0.0
0,0.1,-72.4,-35.199999999999996,7.5,0.0
0,0.1,-72.4,-35.199999999999996,8.0,0.0
0,0.1,-72.4,-35.199999999999996,8.5,0.0
0,0.1,-72.4,-35.199999999999996,9.0,0.0
0,0.1,-72.4,-35.0,5.0,0.0
0,0.1,-72.4,-35.0,5.5,0.0
0,0.1,-72.4,-35.0,6.0,0.0
0,0.1,-72.4,-35.0,6.5,0.0
0,0.1,-72.4,-35.0,7.0,0.0
